Unnamed: 0,text,diggCount,replyCommentTotal,createTimeISO,videoWebUrl,place,text_tokens,bigrams,sentiment,sentiment_score
4812,buka,1,0.0,09/24/2025 17:49:14,https://www.tiktok.com/@atikahghazali11/video/7553519869824732433,"Dapoq Mak Kami, D' Dusun Papa, Bukit Wang, Jitra, Kedah",['buka'],[],neutral,0.8647692203521729
4813,sedapnya ramai-ramai,0,0.0,10/14/2025 07:01:34,https://www.tiktok.com/@atikahghazali11/video/7553519869824732433,"Dapoq Mak Kami, D' Dusun Papa, Bukit Wang, Jitra, Kedah","['sedapnya', 'ramai-ramai']","[('sedapnya', 'ramai-ramai')]",positive,0.8682331442832947
4814,sabtu buka,1,1.0,09/25/2025 00:31:39,https://www.tiktok.com/@atikahghazali11/video/7553519869824732433,"Dapoq Mak Kami, D' Dusun Papa, Bukit Wang, Jitra, Kedah","['sabtu', 'buka']","[('sabtu', 'buka')]",neutral,0.5526182651519775
4815,viral sja nmpk sdp tp,0,0.0,10/21/2025 21:17:27,https://www.tiktok.com/@atikahghazali11/video/7553519869824732433,"Dapoq Mak Kami, D' Dusun Papa, Bukit Wang, Jitra, Kedah","['viral', 'sja', 'nmpk', 'sdp', 'tp']","[('viral', 'sja'), ('sja', 'nmpk'), ('nmpk', 'sdp'), ('sdp', 'tp')]",neutral,0.5616135001182556
4816,,0,0.0,09/20/2022 21:12:26,https://www.tiktok.com/@queenjerine/video/7129073558780677402,"Krua Rean Narm, Kampung Kubang Eriang, Jalan Pauh, 06010 Changlun, Kedah",['nan'],[],neutral,0.8647692203521729
4817,uih sblh kolam dok pergi tggu mengai oder tomyam campoq padu,0,0.0,08/08/2022 12:51:41,https://www.tiktok.com/@queenjerine/video/7129073558780677402,"Krua Rean Narm, Kampung Kubang Eriang, Jalan Pauh, 06010 Changlun, Kedah","['uih', 'sblh', 'kolam', 'dok', 'pergi', 'tggu', 'mengai', 'oder', 'tomyam', 'campoq', 'padu']","[('uih', 'sblh'), ('sblh', 'kolam'), ('kolam', 'dok'), ('dok', 'pergi'), ('pergi', 'tggu'), ('tggu', 'mengai'), ('mengai', 'oder'), ('oder', 'tomyam'), ('tomyam', 'campoq'), ('campoq', 'padu')]",neutral,0.625508189201355
4818,msak ni jgk restoran mae salong sungai petani,0,0.0,08/08/2022 15:12:01,https://www.tiktok.com/@queenjerine/video/7129073558780677402,"Krua Rean Narm, Kampung Kubang Eriang, Jalan Pauh, 06010 Changlun, Kedah","['msak', 'ni', 'jgk', 'restoran', 'mae', 'salong', 'sungai', 'petani']","[('msak', 'ni'), ('ni', 'jgk'), ('jgk', 'restoran'), ('restoran', 'mae'), ('mae', 'salong'), ('salong', 'sungai'), ('sungai', 'petani')]",neutral,0.8834373354911804
4819,,0,0.0,05/01/2025 20:06:18,https://www.tiktok.com/@pinataledros/video/7494625439546232071,Daud Grill Changlun,['nan'],[],neutral,0.8647692203521729
4820,,0,0.0,04/20/2025 10:51:20,https://www.tiktok.com/@pinataledros/video/7494625439546232071,Daud Grill Changlun,['nan'],[],neutral,0.8647692203521729
4821,𓍢 ermm,0,1.0,05/01/2025 12:43:35,https://www.tiktok.com/@pinataledros/video/7494625439546232071,Daud Grill Changlun,"['𓍢', 'ermm']","[('𓍢', 'ermm')]",neutral,0.665420413017273
4822,,0,1.0,04/19/2025 20:59:59,https://www.tiktok.com/@pinataledros/video/7494625439546232071,Daud Grill Changlun,['nan'],[],neutral,0.8647692203521729
4823,,2,0.0,04/18/2025 20:30:57,https://www.tiktok.com/@pinataledros/video/7494625439546232071,Daud Grill Changlun,['nan'],[],neutral,0.8647692203521729
4824,,0,0.0,02/27/2025 00:48:33,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647692203521729
4825,,0,0.0,02/09/2025 14:10:48,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647692203521729
4826,,0,0.0,02/03/2025 22:12:18,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647692203521729
4827,,0,0.0,02/09/2025 14:22:31,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647692203521729
4828,pergi sabtu tu panggil nama satu dusun dengaq,0,0.0,02/10/2025 22:31:35,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,"['pergi', 'sabtu', 'tu', 'panggil', 'nama', 'satu', 'dusun', 'dengaq']","[('pergi', 'sabtu'), ('sabtu', 'tu'), ('tu', 'panggil'), ('panggil', 'nama'), ('nama', 'satu'), ('satu', 'dusun'), ('dusun', 'dengaq')]",neutral,0.43406039476394653
4829,,0,0.0,02/10/2025 09:31:25,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647692203521729
4830,kt ne danoq,0,0.0,10/02/2023 20:40:41,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,"['kt', 'ne', 'danoq']","[('kt', 'ne'), ('ne', 'danoq')]",neutral,0.9602426886558533
4831,sabtu pergi elok tempah awal-awal cuti hujung minggu ramai giler penat ja makan,0,0.0,10/08/2023 09:08:30,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,"['sabtu', 'pergi', 'elok', 'tempah', 'awal-awal', 'cuti', 'hujung', 'minggu', 'ramai', 'giler', 'penat', 'ja', 'makan']","[('sabtu', 'pergi'), ('pergi', 'elok'), ('elok', 'tempah'), ('tempah', 'awal-awal'), ('awal-awal', 'cuti'), ('cuti', 'hujung'), ('hujung', 'minggu'), ('minggu', 'ramai'), ('ramai', 'giler'), ('giler', 'penat'), ('penat', 'ja'), ('ja', 'makan')]",neutral,0.8263146281242371
4832,,0,0.0,02/03/2025 14:13:43,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647691011428833
4833,,0,0.0,09/25/2023 22:48:08,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647691011428833
4834,,0,0.0,09/13/2024 04:48:07,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647691011428833
4835,meriah menu-menu cantik,0,0.0,12/01/2023 15:09:18,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,"['meriah', 'menu-menu', 'cantik']","[('meriah', 'menu-menu'), ('menu-menu', 'cantik')]",positive,0.538993775844574
4836,pinut la youtuba,0,0.0,10/06/2023 09:24:55,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,"['pinut', 'la', 'youtuba']","[('pinut', 'la'), ('la', 'youtuba')]",neutral,0.8180073499679565
4837,sedap pergi halal geng risau,0,0.0,08/09/2022 14:14:00,https://www.tiktok.com/@queenjerine/video/7129073558780677402,"Krua Rean Narm, Kampung Kubang Eriang, Jalan Pauh, 06010 Changlun, Kedah","['sedap', 'pergi', 'halal', 'geng', 'risau']","[('sedap', 'pergi'), ('pergi', 'halal'), ('halal', 'geng'), ('geng', 'risau')]",positive,0.8641828298568726
4838,tdi pergi staff cakap halal kot,0,0.0,08/12/2022 22:54:29,https://www.tiktok.com/@queenjerine/video/7129073558780677402,"Krua Rean Narm, Kampung Kubang Eriang, Jalan Pauh, 06010 Changlun, Kedah","['tdi', 'pergi', 'staff', 'cakap', 'halal', 'kot']","[('tdi', 'pergi'), ('pergi', 'staff'), ('staff', 'cakap'), ('cakap', 'halal'), ('halal', 'kot')]",positive,0.5118988752365112
4839,haiway pergi Changloon kn ni masuk kebun getah kn,0,0.0,08/08/2022 02:11:39,https://www.tiktok.com/@queenjerine/video/7129073558780677402,"Krua Rean Narm, Kampung Kubang Eriang, Jalan Pauh, 06010 Changlun, Kedah","['haiway', 'pergi', 'Changloon', 'kn', 'ni', 'masuk', 'kebun', 'getah', 'kn']","[('haiway', 'pergi'), ('pergi', 'changloon'), ('changloon', 'kn'), ('kn', 'ni'), ('ni', 'masuk'), ('masuk', 'kebun'), ('kebun', 'getah'), ('getah', 'kn')]",neutral,0.672140896320343
4840,makanan sedap thai asli,1,1.0,08/07/2022 18:52:04,https://www.tiktok.com/@queenjerine/video/7129073558780677402,"Krua Rean Narm, Kampung Kubang Eriang, Jalan Pauh, 06010 Changlun, Kedah","['makanan', 'sedap', 'thai', 'asli']","[('makanan', 'sedap'), ('sedap', 'thai'), ('thai', 'asli')]",positive,0.9031869173049927
4841,penah pergi kedai tomyam siam rosnani tu elok skali tgk tiger beer duk duk minum sibbaik tak dan oder lg,0,0.0,09/08/2022 19:23:15,https://www.tiktok.com/@queenjerine/video/7129073558780677402,"Krua Rean Narm, Kampung Kubang Eriang, Jalan Pauh, 06010 Changlun, Kedah","['penah', 'pergi', 'kedai', 'tomyam', 'siam', 'rosnani', 'tu', 'elok', 'skali', 'tgk', 'tiger', 'beer', 'duk', 'duk', 'minum', 'sibbaik', 'tak', 'dan', 'oder', 'lg']","[('penah', 'pergi'), ('pergi', 'kedai'), ('kedai', 'tomyam'), ('tomyam', 'siam'), ('siam', 'rosnani'), ('rosnani', 'tu'), ('tu', 'elok'), ('elok', 'skali'), ('skali', 'tgk'), ('tgk', 'tiger'), ('tiger', 'beer'), ('beer', 'duk'), ('duk', 'duk'), ('duk', 'minum'), ('minum', 'sibbaik'), ('sibbaik', 'tak'), ('tak', 'dan'), ('dan', 'oder'), ('oder', 'lg')]",neutral,0.5437418222427368
4842,was was satu restaurant thai penang cakap halal pork free saja was was pergi,0,0.0,08/08/2022 11:29:28,https://www.tiktok.com/@queenjerine/video/7129073558780677402,"Krua Rean Narm, Kampung Kubang Eriang, Jalan Pauh, 06010 Changlun, Kedah","['was', 'was', 'satu', 'restaurant', 'thai', 'penang', 'cakap', 'halal', 'pork', 'free', 'saja', 'was', 'was', 'pergi']","[('was', 'was'), ('was', 'satu'), ('satu', 'restaurant'), ('restaurant', 'thai'), ('thai', 'penang'), ('penang', 'cakap'), ('cakap', 'halal'), ('halal', 'pork'), ('pork', 'free'), ('free', 'saja'), ('saja', 'was'), ('was', 'was'), ('was', 'pergi')]",positive,0.6431451439857483
4843,mcmnila kedai ni owner siam bahan mentah ambik melayu islam market changlun ni sy sembang owner tukang masak siam serve benda non halal seafood ayam saja pergi tu wajib serve arak tu sy tengok puasa ramai jugak malay muslim makan disitu isu halal meragukan tu non muslim ni actually dh kedai-kedai f b non muslim non muslim serve mall muslim makan jugak,0,0.0,09/25/2025 20:52:55,https://www.tiktok.com/@queenjerine/video/7129073558780677402,"Krua Rean Narm, Kampung Kubang Eriang, Jalan Pauh, 06010 Changlun, Kedah","['mcmnila', 'kedai', 'ni', 'owner', 'siam', 'bahan', 'mentah', 'ambik', 'melayu', 'islam', 'market', 'changlun', 'ni', 'sy', 'sembang', 'owner', 'tukang', 'masak', 'siam', 'serve', 'benda', 'non', 'halal', 'seafood', 'ayam', 'saja', 'pergi', 'tu', 'wajib', 'serve', 'arak', 'tu', 'sy', 'tengok', 'puasa', 'ramai', 'jugak', 'malay', 'muslim', 'makan', 'disitu', 'isu', 'halal', 'meragukan', 'tu', 'non', 'muslim', 'ni', 'actually', 'dh', 'kedai-kedai', 'f', 'b', 'non', 'muslim', 'non', 'muslim', 'serve', 'mall', 'muslim', 'makan', 'jugak']","[('mcmnila', 'kedai'), ('kedai', 'ni'), ('ni', 'owner'), ('owner', 'siam'), ('siam', 'bahan'), ('bahan', 'mentah'), ('mentah', 'ambik'), ('ambik', 'melayu'), ('melayu', 'islam'), ('islam', 'market'), ('market', 'changlun'), ('changlun', 'ni'), ('ni', 'sy'), ('sy', 'sembang'), ('sembang', 'owner'), ('owner', 'tukang'), ('tukang', 'masak'), ('masak', 'siam'), ('siam', 'serve'), ('serve', 'benda'), ('benda', 'non'), ('non', 'halal'), ('halal', 'seafood'), ('seafood', 'ayam'), ('ayam', 'saja'), ('saja', 'pergi'), ('pergi', 'tu'), ('tu', 'wajib'), ('wajib', 'serve'), ('serve', 'arak'), ('arak', 'tu'), ('tu', 'sy'), ('sy', 'tengok'), ('tengok', 'puasa'), ('puasa', 'ramai'), ('ramai', 'jugak'), ('jugak', 'malay'), ('malay', 'muslim'), ('muslim', 'makan'), ('makan', 'disitu'), ('disitu', 'isu'), ('isu', 'halal'), ('halal', 'meragukan'), ('meragukan', 'tu'), ('tu', 'non'), ('non', 'muslim'), ('muslim', 'ni'), ('ni', 'actually'), ('actually', 'dh'), ('dh', 'kedai-kedai'), ('kedai-kedai', 'f'), ('f', 'b'), ('b', 'non'), ('non', 'muslim'), ('muslim', 'non'), ('non', 'muslim'), ('muslim', 'serve'), ('serve', 'mall'), ('mall', 'muslim'), ('muslim', 'makan'), ('makan', 'jugak')]",neutral,0.4930022656917572
4844,anak-anak-anak ajak pergi,0,1.0,09/19/2023 19:49:20,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah","['anak-anak-anak', 'ajak', 'pergi']","[('anak-anak-anak', 'ajak'), ('ajak', 'pergi')]",positive,0.6469021439552307
4845,,0,1.0,09/19/2023 01:24:07,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah",['nan'],[],neutral,0.8647691011428833
4846,اديله pergi,0,1.0,09/18/2023 21:30:27,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah","['اديله', 'pergi']","[('اديله', 'pergi')]",neutral,0.6134650707244873
4847,,0,1.0,09/18/2023 00:53:05,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah",['nan'],[],neutral,0.8647691011428833
4848,𝕸𝖚𝖘𝖆𝖓𝖌 𝕶𝖎𝖓𝖌 pergi kilang ni,0,1.0,09/17/2023 22:34:22,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah","['𝕸𝖚𝖘𝖆𝖓𝖌', '𝕶𝖎𝖓𝖌', 'pergi', 'kilang', 'ni']","[('𝕸𝖚𝖘𝖆𝖓𝖌', '𝕶𝖎𝖓𝖌'), ('𝕶𝖎𝖓𝖌', 'pergi'), ('pergi', 'kilang'), ('kilang', 'ni')]",positive,0.7024205923080444
4849,mi,0,1.0,09/17/2023 20:46:35,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah",['mi'],[],neutral,0.8647692203521729
4850,lawatan coklat tu kt dohh,0,1.0,09/17/2023 09:41:59,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah","['lawatan', 'coklat', 'tu', 'kt', 'dohh']","[('lawatan', 'coklat'), ('coklat', 'tu'), ('tu', 'kt'), ('kt', 'dohh')]",neutral,0.918830394744873
4851,khairul,0,1.0,09/17/2023 08:10:21,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah",['khairul'],[],neutral,0.8647692203521729
4852,tak yh pergi jauh-jauh kt kanoha ja,0,1.0,09/16/2023 23:48:33,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah","['tak', 'yh', 'pergi', 'jauh-jauh', 'kt', 'kanoha', 'ja']","[('tak', 'yh'), ('yh', 'pergi'), ('pergi', 'jauh-jauh'), ('jauh-jauh', 'kt'), ('kt', 'kanoha'), ('kanoha', 'ja')]",negative,0.43340224027633667
4853,,0,0.0,10/31/2025 21:54:06,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah",['nan'],[],neutral,0.8647692203521729
4854,,0,0.0,08/09/2025 23:04:20,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah",['nan'],[],neutral,0.8647692203521729
4855,iyjaa caa,0,0.0,11/11/2023 15:49:22,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah","['iyjaa', 'caa']","[('iyjaa', 'caa')]",negative,0.665452241897583
4856,,0,0.0,10/01/2023 00:48:17,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah",['nan'],[],neutral,0.8647692203521729
4857,best klau cg ad lawatan mai,0,0.0,09/22/2023 16:23:30,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah","['best', 'klau', 'cg', 'ad', 'lawatan', 'mai']","[('best', 'klau'), ('klau', 'cg'), ('cg', 'ad'), ('ad', 'lawatan'), ('lawatan', 'mai')]",positive,0.8918992280960083
4858,,0,0.0,02/02/2025 16:42:37,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647692203521729
4859,,0,0.0,01/30/2025 09:57:32,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647692203521729
4860,,0,0.0,01/28/2025 10:26:14,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647692203521729
4861,,0,0.0,01/22/2025 17:44:36,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647692203521729
4862,makan ka mentekedaqah tu haha,0,0.0,01/22/2025 05:22:22,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,"['makan', 'ka', 'mentekedaqah', 'tu', 'haha']","[('makan', 'ka'), ('ka', 'mentekedaqah'), ('mentekedaqah', 'tu'), ('tu', 'haha')]",neutral,0.49521541595458984
4863,,0,0.0,09/17/2023 21:53:29,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah",['nan'],[],neutral,0.8647692203521729
4864,makan,0,0.0,09/17/2023 00:15:17,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah",['makan'],[],neutral,0.8647692203521729
4865,,0,0.0,09/17/2023 05:05:24,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah",['nan'],[],neutral,0.8647692203521729
4866,lapan puluh lima,0,0.0,09/17/2023 00:02:23,https://www.tiktok.com/@pinataledros/video/7279398865839623431,"Cnw Jitra Manufacturing Area Iks Keda Napoh, Changlun, Kedah","['lapan', 'puluh', 'lima']","[('lapan', 'puluh'), ('puluh', 'lima')]",positive,0.6931055188179016
4867,tembikai tu kecoq lioq,0,0.0,04/20/2025 14:48:09,https://www.tiktok.com/@pinataledros/video/7494625439546232071,Daud Grill Changlun,"['tembikai', 'tu', 'kecoq', 'lioq']","[('tembikai', 'tu'), ('tu', 'kecoq'), ('kecoq', 'lioq')]",neutral,0.9419410824775696
4868,tiap-tiap pergi daud grill carbonara kaw-kaw sdp,1,0.0,08/21/2023 18:34:02,https://www.tiktok.com/@pinataledros/video/7259675605774503170,Daud Grill Changlun,"['tiap-tiap', 'pergi', 'daud', 'grill', 'carbonara', 'kaw-kaw', 'sdp']","[('tiap-tiap', 'pergi'), ('pergi', 'daud'), ('daud', 'grill'), ('grill', 'carbonara'), ('carbonara', 'kaw-kaw'), ('kaw-kaw', 'sdp')]",neutral,0.9049828052520752
4869,pinat try makanan bambo changlum,0,0.0,09/21/2023 20:00:55,https://www.tiktok.com/@pinataledros/video/7259675605774503170,Daud Grill Changlun,"['pinat', 'try', 'makanan', 'bambo', 'changlum']","[('pinat', 'try'), ('try', 'makanan'), ('makanan', 'bambo'), ('bambo', 'changlum')]",neutral,0.8074415922164917
4870,,0,0.0,05/12/2025 19:19:47,https://www.tiktok.com/@pinataledros/video/7259675605774503170,Daud Grill Changlun,['nan'],[],neutral,0.8647692203521729
4871,travel kedah bleh cari ni,0,0.0,08/22/2023 09:56:52,https://www.tiktok.com/@pinataledros/video/7259675605774503170,Daud Grill Changlun,"['travel', 'kedah', 'bleh', 'cari', 'ni']","[('travel', 'kedah'), ('kedah', 'bleh'), ('bleh', 'cari'), ('cari', 'ni')]",neutral,0.9348642826080322
4872,tk tau ni klau kg tu pasni kg kene singgah ni haha tq pinat,0,0.0,09/03/2023 22:09:04,https://www.tiktok.com/@pinataledros/video/7259675605774503170,Daud Grill Changlun,"['tk', 'tau', 'ni', 'klau', 'kg', 'tu', 'pasni', 'kg', 'kene', 'singgah', 'ni', 'haha', 'tq', 'pinat']","[('tk', 'tau'), ('tau', 'ni'), ('ni', 'klau'), ('klau', 'kg'), ('kg', 'tu'), ('tu', 'pasni'), ('pasni', 'kg'), ('kg', 'kene'), ('kene', 'singgah'), ('singgah', 'ni'), ('ni', 'haha'), ('haha', 'tq'), ('tq', 'pinat')]",neutral,0.6730380654335022
4873,,0,0.0,08/23/2023 20:05:46,https://www.tiktok.com/@pinataledros/video/7259675605774503170,Daud Grill Changlun,['nan'],[],neutral,0.8647692203521729
4874,spingan boq tu kena pergi,0,0.0,07/25/2023 20:02:49,https://www.tiktok.com/@pinataledros/video/7259675605774503170,Daud Grill Changlun,"['spingan', 'boq', 'tu', 'kena', 'pergi']","[('spingan', 'boq'), ('boq', 'tu'), ('tu', 'kena'), ('kena', 'pergi')]",negative,0.8589842319488525
4875,,0,0.0,08/22/2023 21:59:36,https://www.tiktok.com/@pinataledros/video/7259675605774503170,Daud Grill Changlun,['nan'],[],neutral,0.8647692203521729
4876,sedapnya alhamdulillah amin rezeki,0,0.0,08/22/2023 20:28:54,https://www.tiktok.com/@pinataledros/video/7259675605774503170,Daud Grill Changlun,"['sedapnya', 'alhamdulillah', 'amin', 'rezeki']","[('sedapnya', 'alhamdulillah'), ('alhamdulillah', 'amin'), ('amin', 'rezeki')]",positive,0.9970898032188416
4877,,0,0.0,08/25/2023 07:12:53,https://www.tiktok.com/@pinataledros/video/7259675605774503170,Daud Grill Changlun,['nan'],[],neutral,0.8647692203521729
4878,uum,0,0.0,08/14/2023 20:59:05,https://www.tiktok.com/@pinataledros/video/7259675605774503170,Daud Grill Changlun,['uum'],[],neutral,0.8647692203521729
4879,morazella ye pinut,0,0.0,08/21/2023 22:03:35,https://www.tiktok.com/@pinataledros/video/7259675605774503170,Daud Grill Changlun,"['morazella', 'ye', 'pinut']","[('morazella', 'ye'), ('ye', 'pinut')]",positive,0.3787823021411896
4880,,0,0.0,08/09/2023 06:07:03,https://www.tiktok.com/@pinataledros/video/7259675605774503170,Daud Grill Changlun,['nan'],[],neutral,0.8647692203521729
4881,sedap snii servs ljuu mknn best sangat-sangat lutut ayamn sedap wei tiptop,0,0.0,11/08/2025 15:39:41,https://www.tiktok.com/@atikahghazali11/video/7553519869824732433,"Dapoq Mak Kami, D' Dusun Papa, Bukit Wang, Jitra, Kedah","['sedap', 'snii', 'servs', 'ljuu', 'mknn', 'best', 'sangat-sangat', 'lutut', 'ayamn', 'sedap', 'wei', 'tiptop']","[('sedap', 'snii'), ('snii', 'servs'), ('servs', 'ljuu'), ('ljuu', 'mknn'), ('mknn', 'best'), ('best', 'sangat-sangat'), ('sangat-sangat', 'lutut'), ('lutut', 'ayamn'), ('ayamn', 'sedap'), ('sedap', 'wei'), ('wei', 'tiptop')]",positive,0.9397681355476379
4882,ikan begak sedap dua kali order singgang tk baiki lg nohh,0,0.0,10/11/2025 15:02:05,https://www.tiktok.com/@atikahghazali11/video/7553519869824732433,"Dapoq Mak Kami, D' Dusun Papa, Bukit Wang, Jitra, Kedah","['ikan', 'begak', 'sedap', 'dua', 'kali', 'order', 'singgang', 'tk', 'baiki', 'lg', 'nohh']","[('ikan', 'begak'), ('begak', 'sedap'), ('sedap', 'dua'), ('dua', 'kali'), ('kali', 'order'), ('order', 'singgang'), ('singgang', 'tk'), ('tk', 'baiki'), ('baiki', 'lg'), ('lg', 'nohh')]",neutral,0.5841991305351257
4883,tu darul lantaq rebah potong kaki yummy,0,0.0,09/28/2025 14:11:57,https://www.tiktok.com/@atikahghazali11/video/7553519869824732433,"Dapoq Mak Kami, D' Dusun Papa, Bukit Wang, Jitra, Kedah","['tu', 'darul', 'lantaq', 'rebah', 'potong', 'kaki', 'yummy']","[('tu', 'darul'), ('darul', 'lantaq'), ('lantaq', 'rebah'), ('rebah', 'potong'), ('potong', 'kaki'), ('kaki', 'yummy')]",negative,0.7078582644462585
4884,pergi buka,0,0.0,09/28/2025 15:30:30,https://www.tiktok.com/@atikahghazali11/video/7553519869824732433,"Dapoq Mak Kami, D' Dusun Papa, Bukit Wang, Jitra, Kedah","['pergi', 'buka']","[('pergi', 'buka')]",positive,0.543697714805603
4885,tp tgahari haha,0,0.0,10/12/2025 09:30:23,https://www.tiktok.com/@atikahghazali11/video/7553519869824732433,"Dapoq Mak Kami, D' Dusun Papa, Bukit Wang, Jitra, Kedah","['tp', 'tgahari', 'haha']","[('tp', 'tgahari'), ('tgahari', 'haha')]",positive,0.5799715518951416
4886,tk sdap dh,0,0.0,09/28/2025 11:50:59,https://www.tiktok.com/@atikahghazali11/video/7553519869824732433,"Dapoq Mak Kami, D' Dusun Papa, Bukit Wang, Jitra, Kedah","['tk', 'sdap', 'dh']","[('tk', 'sdap'), ('sdap', 'dh')]",neutral,0.3626951575279236
4887,sis pergi tak bpa slalu ramai sgt,0,0.0,06/05/2024 09:01:38,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,"['sis', 'pergi', 'tak', 'bpa', 'slalu', 'ramai', 'sgt']","[('sis', 'pergi'), ('pergi', 'tak'), ('tak', 'bpa'), ('bpa', 'slalu'), ('slalu', 'ramai'), ('ramai', 'sgt')]",neutral,0.6313917636871338
4888,tu aih,0,0.0,12/02/2023 03:50:12,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,"['tu', 'aih']","[('tu', 'aih')]",neutral,0.8158464431762695
4889,,0,0.0,01/26/2025 13:07:24,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647692203521729
4890,,0,0.0,12/23/2024 10:56:54,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647692203521729
4891,,0,0.0,02/07/2025 16:00:17,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647692203521729
4892,repeat port makan mantap food murah makanan sedap kawasan cantik aa la,0,0.0,01/15/2024 18:14:59,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,"['repeat', 'port', 'makan', 'mantap', 'food', 'murah', 'makanan', 'sedap', 'kawasan', 'cantik', 'aa', 'la']","[('repeat', 'port'), ('port', 'makan'), ('makan', 'mantap'), ('mantap', 'food'), ('food', 'murah'), ('murah', 'makanan'), ('makanan', 'sedap'), ('sedap', 'kawasan'), ('kawasan', 'cantik'), ('cantik', 'aa'), ('aa', 'la')]",positive,0.8357700109481812
4893,,0,0.0,01/05/2025 11:39:14,https://www.tiktok.com/@pinataledros/video/7267431786852977922,Dusun Riffa Changlun,['nan'],[],neutral,0.8647692203521729
